"","xi","GrantDate","PatentNo","MatchAsgName","comp"
"144",4.07542276382446,"2004-02-03",6684958,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"145",16.9009437561035,"2004-02-17",6691777,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"146",5.5156364440918,"2004-03-30",6714014,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"147",12.215892791748,"2004-02-10",6690167,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"148",4.07542276382446,"2004-02-03",6686736,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"149",11.469687461853,"2004-03-02",6700762,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"150",9.03094577789307,"2004-02-24",6695062,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"151",11.4040260314941,"2004-04-20",6722439,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"152",12.3026151657104,"2004-03-16",6705402,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"153",11.469687461853,"2004-03-02",6698276,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"154",11.469687461853,"2004-03-02",6698277,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"155",11.4980764389038,"2004-05-04",6729393,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"156",6.70461750030518,"2004-03-09",6702027,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"157",5.5156364440918,"2004-03-30",6711969,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"158",6.70461750030518,"2004-03-09",6703351,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"159",5.5156364440918,"2004-03-30",6712141,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"160",17.199951171875,"2004-04-06",6715560,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"161",12.3026151657104,"2004-03-16",6705406,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"162",5.5156364440918,"2004-03-30",6714872,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"163",12.3026151657104,"2004-03-16",6706769,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"164",5.5156364440918,"2004-03-30",6712159,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"165",5.80068349838257,"2004-05-25",6739416,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"166",15.3669872283936,"2004-03-23",6711502,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"167",5.5156364440918,"2004-03-30",6712134,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"168",8.88002777099609,"2004-04-27",6725934,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"169",11.4040260314941,"2004-04-20",6723249,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"170",11.6465425491333,"2004-04-13",6719052,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"171",17.199951171875,"2004-04-06",6715556,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"172",8.88002777099609,"2004-04-27",6727696,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"173",11.4980764389038,"2004-05-04",6729407,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"174",5.80068349838257,"2004-05-25",6739408,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"175",5.80068349838257,"2004-05-25",6739417,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"176",8.88002777099609,"2004-04-27",6726449,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"177",8.88002777099609,"2004-04-27",6725939,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"178",5.80068349838257,"2004-05-25",6739391,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"179",5.80068349838257,"2004-05-25",6739409,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"180",36.6941108703613,"2004-06-15",6748815,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"181",11.4980764389038,"2004-05-04",6732052,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"182",32.3833618164062,"2004-05-11",6734675,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"183",9.14432525634766,"2004-06-29",6755253,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"184",38.9534568786621,"2004-08-03",6769497,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"185",9.26965522766113,"2004-07-20",6763753,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"186",16.4798126220703,"2004-06-08",6745833,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"187",9.14432525634766,"2004-06-29",6755248,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"188",9.14432525634766,"2004-06-29",6757218,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"189",16.8556613922119,"2004-06-22",6752273,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
"190",16.8556613922119,"2004-06-22",6752560,"BAKER HUGHES INCORPORATED","EMERSON ELECTRIC CO"
