"","X","MatchAsgName","cluster","Competitors"
"79",79,"ASTRAZENECA AB",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"80",80,"AVENTIS PHARMA DEUTSCHLAND GMBH",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"81",81,"AVENTIS PHARMA SA",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"82",82,"BRISTOL MYERS SQUIBB COMPANY",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"83",83,"CHIRON CORPORATION",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"84",84,"CIBA SPECIALTY CHEMICALS CORPORATION",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"85",85,"DIVERSA CORPORATION",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"86",86,"DOW GLOBAL TECHNOLOGIES INC",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"87",87,"EASTMAN CHEMICAL COMPANY",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"88",88,"ELI LILLY AND COMPANY",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"89",89,"GENENCOR INTERNATIONAL INC",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"90",90,"GENENTECH INC",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"91",91,"GERON CORPORATION",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"92",92,"HUMAN GENOME SCIENCES INC",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"93",93,"ISIS PHARMACEUTICALS INC",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"94",94,"KAO CORPORATION",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"95",95,"LARGE SCALE BIOLOGY CORPORATION",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"96",96,"MAXYGEN INC",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"97",97,"MERCK & CO INC",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"98",98,"MILLENNIUM PHARMACEUTICALS INC",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"99",99,"MONSANTO TECHNOLOGY LLC",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"100",100,"NOVARTIS AG",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"101",101,"PFIZER INC",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"102",102,"SCHERING CORPORATION",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC, WYETH"
"103",103,"UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, WYETH"
"104",104,"WYETH",29,"ABBOTT LABORATORIES, AKZO NOBEL NV, ARCHER DANIELS MIDLAND COMPANY, ASTRAZENECA AB, AVENTIS PHARMA DEUTSCHLAND GMBH, AVENTIS PHARMA SA, BRISTOL MYERS SQUIBB COMPANY, CHIRON CORPORATION, CIBA SPECIALTY CHEMICALS CORPORATION, DIVERSA CORPORATION, DOW GLOBAL TECHNOLOGIES INC, EASTMAN CHEMICAL COMPANY, ELI LILLY AND COMPANY, GENENCOR INTERNATIONAL INC, GENENTECH INC, GERON CORPORATION, HUMAN GENOME SCIENCES INC, ISIS PHARMACEUTICALS INC, KAO CORPORATION, LARGE SCALE BIOLOGY CORPORATION, MAXYGEN INC, MERCK & CO INC, MILLENNIUM PHARMACEUTICALS INC, MONSANTO TECHNOLOGY LLC, NOVARTIS AG, PFIZER INC, SCHERING CORPORATION, UNILEVER HOME & PERSONAL CARE USA DIVISION OF CONOPCO INC"
"105",105,"ADVANCED MICRO DEVICES INC",32,"ALBANY INTERNATIONAL CORP, ANALOG DEVICES INC, CIRRUS LOGIC INC, CYPRESS SEMICONDUCTOR CORP, DIGIMARC CORPORATION, INFINEON TECHNOLOGIES AG, KONINKLIJKE PHILIPS ELECTRONICS NV, KYOCERA WIRELESS CORP, LSI LOGIC CORPORATION, METROLOGIC INSTRUMENTS INC, NATIONAL SEMICONDUCTOR CORPORATION, NCR CORPORATION, NEC ELECTRONICS CORPORATION, NORTHROP GRUMMAN CORPORATION, PITNEY BOWES INC, RENESAS TECHNOLOGY CORP, SKYWORKS SOLUTIONS INC, STMICROELECTRONICS SA, STMICROELECTRONICS SRL, SUN MICROSYSTEMS INC, TDK CORPORATION, XEROX CORPORATION, XILINX INC"
"106",106,"ALBANY INTERNATIONAL CORP",32,"ADVANCED MICRO DEVICES INC, ANALOG DEVICES INC, CIRRUS LOGIC INC, CYPRESS SEMICONDUCTOR CORP, DIGIMARC CORPORATION, INFINEON TECHNOLOGIES AG, KONINKLIJKE PHILIPS ELECTRONICS NV, KYOCERA WIRELESS CORP, LSI LOGIC CORPORATION, METROLOGIC INSTRUMENTS INC, NATIONAL SEMICONDUCTOR CORPORATION, NCR CORPORATION, NEC ELECTRONICS CORPORATION, NORTHROP GRUMMAN CORPORATION, PITNEY BOWES INC, RENESAS TECHNOLOGY CORP, SKYWORKS SOLUTIONS INC, STMICROELECTRONICS SA, STMICROELECTRONICS SRL, SUN MICROSYSTEMS INC, TDK CORPORATION, XEROX CORPORATION, XILINX INC"
"107",107,"ANALOG DEVICES INC",32,"ADVANCED MICRO DEVICES INC, ALBANY INTERNATIONAL CORP, CIRRUS LOGIC INC, CYPRESS SEMICONDUCTOR CORP, DIGIMARC CORPORATION, INFINEON TECHNOLOGIES AG, KONINKLIJKE PHILIPS ELECTRONICS NV, KYOCERA WIRELESS CORP, LSI LOGIC CORPORATION, METROLOGIC INSTRUMENTS INC, NATIONAL SEMICONDUCTOR CORPORATION, NCR CORPORATION, NEC ELECTRONICS CORPORATION, NORTHROP GRUMMAN CORPORATION, PITNEY BOWES INC, RENESAS TECHNOLOGY CORP, SKYWORKS SOLUTIONS INC, STMICROELECTRONICS SA, STMICROELECTRONICS SRL, SUN MICROSYSTEMS INC, TDK CORPORATION, XEROX CORPORATION, XILINX INC"
"108",108,"CIRRUS LOGIC INC",32,"ADVANCED MICRO DEVICES INC, ALBANY INTERNATIONAL CORP, ANALOG DEVICES INC, CYPRESS SEMICONDUCTOR CORP, DIGIMARC CORPORATION, INFINEON TECHNOLOGIES AG, KONINKLIJKE PHILIPS ELECTRONICS NV, KYOCERA WIRELESS CORP, LSI LOGIC CORPORATION, METROLOGIC INSTRUMENTS INC, NATIONAL SEMICONDUCTOR CORPORATION, NCR CORPORATION, NEC ELECTRONICS CORPORATION, NORTHROP GRUMMAN CORPORATION, PITNEY BOWES INC, RENESAS TECHNOLOGY CORP, SKYWORKS SOLUTIONS INC, STMICROELECTRONICS SA, STMICROELECTRONICS SRL, SUN MICROSYSTEMS INC, TDK CORPORATION, XEROX CORPORATION, XILINX INC"
